"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"MYRF1","MYRF",3.25933621551802e-118,1.55921989971588,0.433,0.154,8.18256356905798e-114,"4"
"LINC016081","LINC01608",1.34393316218457e-115,1.4858143260188,0.419,0.141,3.37394420366435e-111,"4"
"C10orf901","C10orf90",9.00590323388079e-115,1.49904969232211,0.517,0.219,2.26093200686577e-110,"4"
"UGT81","UGT8",1.21417888693161e-112,1.4679279454138,0.446,0.166,3.0481960956418e-108,"4"
"SIK31","SIK3",1.3178131654583e-112,1.23497312349245,0.802,0.702,3.30836995188306e-108,"4"
"PRUNE21","PRUNE2",8.04481407951384e-112,1.49519202195188,0.659,0.411,2.01965057466195e-107,"4"
"PPP2R2B2","PPP2R2B",2.09048916600176e-111,1.01572884522016,0.875,0.785,5.24817305124742e-107,"4"
"PEX5L2","PEX5L",1.10656189288854e-108,1.24741944629233,0.793,0.635,2.77802363209669e-104,"4"
"MAP71","MAP7",2.64473793819765e-108,1.21699922952493,0.766,0.616,6.63961459384521e-104,"4"
"NCAM21","NCAM2",3.75103584486341e-103,1.02010331746477,0.89,0.775,9.41697548852958e-99,"4"
"FRYL1","FRYL",7.00471564080774e-102,1.33019959351644,0.725,0.57,1.75853386162478e-97,"4"
"ARAP21","ARAP2",8.36279979926992e-100,1.303929634798,0.737,0.573,2.09948088960671e-95,"4"
"GPM6B1","GPM6B",4.41540677234997e-98,1.08662993564192,0.788,0.661,1.10848787019846e-93,"4"
"PALM21","PALM2",2.2380563110503e-97,1.44423593948644,0.475,0.206,5.61864036889179e-93,"4"
"SLCO1A21","SLCO1A2",4.76805801561667e-97,1.41902429720507,0.412,0.156,1.19702096482057e-92,"4"
"QDPR1","QDPR",1.90666245494931e-95,1.44031267195806,0.58,0.322,4.78667609315025e-91,"4"
"LPAR11","LPAR1",5.83497303421482e-95,1.32931646748085,0.411,0.155,1.46486998023963e-90,"4"
"SPOCK31","SPOCK3",1.19552484934057e-93,1.15062715216009,0.734,0.511,3.0013651342695e-89,"4"
"MOG1","MOG",3.36979276038743e-92,1.31533773286262,0.377,0.136,8.45986472495265e-88,"4"
"FAM107B1","FAM107B",1.89455995855242e-90,1.33652806871134,0.42,0.168,4.75629277594586e-86,"4"
"HHIP1","HHIP",1.10856212798619e-89,1.34906496991907,0.41,0.159,2.78304522230934e-85,"4"
"CNTN21","CNTN2",1.2145179442402e-88,1.46718676464165,0.488,0.237,3.04904729901501e-84,"4"
"BCAS11","BCAS1",1.39448344039663e-88,1.30231045406452,0.469,0.207,3.50085067711573e-84,"4"
"ZNF5361","ZNF536",5.97006909705985e-88,1.31726116416535,0.564,0.303,1.49878584681688e-83,"4"
"PLEKHH11","PLEKHH1",1.09481998669609e-87,1.39621679312632,0.453,0.204,2.74854557660055e-83,"4"
"SGK11","SGK1",7.13289472941958e-85,1.36350520999811,0.617,0.397,1.79071322182078e-80,"4"
"ABCA21","ABCA2",1.77368152848179e-83,1.47898059618478,0.587,0.373,4.45282747725354e-79,"4"
"ZEB21","ZEB2",1.54296139927071e-81,1.04658868434925,0.773,0.699,3.87360459286913e-77,"4"
"COL4A51","COL4A5",7.78246488748156e-80,1.28732007316903,0.407,0.172,1.95378781000225e-75,"4"
"HDAC2-AS21","HDAC2-AS2",2.25059230557008e-79,1.52548015142686,0.475,0.244,5.65011198313368e-75,"4"
"CARNS11","CARNS1",8.89440691332558e-76,1.32364905503625,0.358,0.142,2.23294085559039e-71,"4"
"LINC006391","LINC00639",9.09235405784204e-76,1.34158346422142,0.356,0.14,2.28263548622124e-71,"4"
"HAPLN21","HAPLN2",1.78186565623285e-72,1.40843906171898,0.41,0.192,4.47337372997258e-68,"4"
"PHLDB11","PHLDB1",2.35513121121358e-70,1.37190640423992,0.457,0.24,5.91255690575169e-66,"4"
"GRM31","GRM3",8.47815173867388e-69,1.24719849896685,0.585,0.385,2.12843999399408e-64,"4"
"FOLH11","FOLH1",1.79234017735413e-68,1.19592641800112,0.284,0.1,4.49967001524755e-64,"4"
"DAAM21","DAAM2",2.25408662118617e-68,1.26616097572532,0.394,0.179,5.65888446248787e-64,"4"
"KIF61","KIF6",6.55791196765319e-68,1.35609902481718,0.336,0.138,1.64636379947933e-63,"4"
"SLAIN11","SLAIN1",3.76671128492212e-67,1.41718677076715,0.586,0.427,9.45632868079699e-63,"4"
"UNC5C1","UNC5C",7.52039699890121e-66,1.07940345085514,0.729,0.635,1.88799566657415e-61,"4"
"DPYD1","DPYD",3.4505159091059e-65,1.04433907925515,0.69,0.552,8.66252018981037e-61,"4"
"LINC003201","LINC00320",2.59985180316193e-64,1.40831658737327,0.361,0.165,6.52692795183803e-60,"4"
"PIEZO21","PIEZO2",1.81005390637834e-63,1.26818597747365,0.299,0.117,4.54414033196283e-59,"4"
"ANLN1","ANLN",1.29080540512432e-62,1.24468441584617,0.325,0.135,3.24056696956461e-58,"4"
"SHROOM41","SHROOM4",6.76270869976682e-62,1.18037828432983,0.37,0.168,1.69777801907646e-57,"4"
"SH3TC21","SH3TC2",1.96631272775647e-61,1.27917706029893,0.269,0.098,4.93642810303263e-57,"4"
"PXK1","PXK",7.992318718586e-61,1.37660156923,0.488,0.298,2.00647161430102e-56,"4"
"LAMP21","LAMP2",1.1176606679912e-58,1.18636121251028,0.503,0.31,2.8058871069919e-54,"4"
"SCD1","SCD",1.49780827223735e-55,1.1607703521828,0.369,0.174,3.76024766745187e-51,"4"
"AGAP11","AGAP1",3.84897535513567e-55,1.00460318634156,0.706,0.665,9.6628526290681e-51,"4"
"ABCA81","ABCA8",1.20849432562333e-54,1.19084217156813,0.293,0.121,3.03392500447738e-50,"4"
"CNDP11","CNDP1",1.46481233638767e-53,1.27280093067049,0.275,0.111,3.67741137050125e-49,"4"
"CNP1","CNP",7.47977566110092e-53,1.11556207951322,0.422,0.226,1.87779767971939e-48,"4"
"PCSK61","PCSK6",7.61527783482696e-53,1.28129511136578,0.34,0.164,1.91181550043331e-48,"4"
"KLHL321","KLHL32",7.86931764941414e-53,1.31116495311075,0.576,0.461,1.97559219588542e-48,"4"
"NKX6-21","NKX6-2",1.10462952389299e-51,1.12743546668592,0.27,0.11,2.77317241973335e-47,"4"
"PDE8A1","PDE8A",1.15156604158934e-51,1.1680206120533,0.524,0.359,2.89100654741005e-47,"4"
"PLD11","PLD1",7.30908027612464e-51,1.23480863713966,0.355,0.176,1.83494460332109e-46,"4"
"CDH191","CDH19",2.27785470653668e-50,1.10591597204632,0.272,0.111,5.71855424076034e-46,"4"
"ANO41","ANO4",4.11697992603187e-50,1.22492822729732,0.549,0.406,1.0335678104303e-45,"4"
"GAB11","GAB1",6.41206462708552e-49,1.15876859651391,0.61,0.521,1.60974882462982e-44,"4"
"CLDND11","CLDND1",7.9552392664859e-49,1.16604990470772,0.459,0.281,1.99716281785129e-44,"4"
"AMER21","AMER2",1.76398915121037e-48,1.24742250144855,0.439,0.267,4.42849476411365e-44,"4"
"BIN11","BIN1",3.15501188907521e-48,1.18989129296619,0.575,0.469,7.92065734752332e-44,"4"
"FA2H1","FA2H",6.50574997582892e-48,1.16733761509162,0.284,0.125,1.63326853143185e-43,"4"
"TRIM21","TRIM2",9.09690860837588e-48,1.07273314998884,0.638,0.585,2.28377890613276e-43,"4"
"CDK191","CDK19",6.18639280965486e-47,1.18628272424984,0.558,0.442,1.55309391486385e-42,"4"
"CDK181","CDK18",9.03023917775279e-47,1.31050884793984,0.346,0.181,2.26704154557484e-42,"4"
"FUT81","FUT8",1.8284824069653e-46,1.13889368246303,0.597,0.512,4.59040508268638e-42,"4"
"SEPT71","SEPT7",3.28991132444571e-46,1.00386494112574,0.654,0.621,8.25932238002095e-42,"4"
"DLG11","DLG1",1.38515014963324e-42,1.00837110467584,0.628,0.586,3.47741945065424e-38,"4"
"AATK1","AATK",9.62844411156372e-42,1.27911841010118,0.455,0.315,2.41722089420807e-37,"4"
"DIP2B1","DIP2B",1.04181929567597e-41,1.13153503150944,0.586,0.509,2.61548734179453e-37,"4"
"GPRC5B2","GPRC5B",8.91549661310274e-40,1.07873016448443,0.422,0.265,2.23823542471944e-35,"4"
"ARHGAP211","ARHGAP21",5.76935814639062e-39,1.00638768831414,0.623,0.599,1.44839736265137e-34,"4"
"BOK1","BOK",8.99391336918332e-39,1.17493086377092,0.265,0.126,2.25792195133347e-34,"4"
"SEMA3B1","SEMA3B",2.42374936385859e-38,1.08326908814369,0.277,0.136,6.08482277796698e-34,"4"
"PLLP1","PLLP",1.25510970108074e-36,1.03175824947905,0.298,0.152,3.1509529045632e-32,"4"
"SEPT41","SEPT4",1.3080774565391e-36,1.23052667695663,0.343,0.199,3.2839284546414e-32,"4"
"DNAJC61","DNAJC6",2.99924905026038e-34,1.0545316834293,0.58,0.536,7.52961474067868e-30,"4"
"POLR2F1","POLR2F",1.20302591073068e-32,1.18363778021952,0.303,0.17,3.02019654888937e-28,"4"
"RFTN22","RFTN2",1.93949697417727e-32,1.0205479819592,0.354,0.212,4.86910715367205e-28,"4"
"AC012593.11","AC012593.1",2.77195236961878e-32,1.04570612939832,0.282,0.146,6.95898642392796e-28,"4"
"LINC006091","LINC00609",3.50813007803511e-32,1.08601513038233,0.283,0.149,8.80716056090714e-28,"4"
"SUN21","SUN2",5.34920426295866e-31,1.17870271436219,0.408,0.285,1.34291773021577e-26,"4"
"SLCO3A11","SLCO3A1",9.121464147528e-30,1.18912023330404,0.493,0.412,2.28994357423691e-25,"4"
"SH3GL31","SH3GL3",2.51666800870095e-29,1.04592815507966,0.528,0.472,6.31809503584373e-25,"4"
"LINC016301","LINC01630",2.48091128192237e-28,1.06444593743819,0.251,0.133,6.22832777326612e-24,"4"
"HIPK21","HIPK2",3.25286239366012e-27,1.00915561242083,0.432,0.323,8.16631103928373e-23,"4"
"PLA2G161","PLA2G16",9.95047251044644e-27,1.00807708418117,0.262,0.145,2.49806612374758e-22,"4"
"USP541","USP54",1.73166007247264e-24,1.02832165061922,0.435,0.34,4.34733261194257e-20,"4"
"SEMA6A1","SEMA6A",1.99649812756455e-24,1.08366510417901,0.366,0.257,5.01220854925079e-20,"4"
"LRRC11","LRRC1",1.37504020001511e-22,1.05731239584663,0.295,0.19,3.45203842213793e-18,"4"
"CCP1101","CCP110",1.08400304146842e-21,1.23663720077656,0.369,0.281,2.72138963560647e-17,"4"
"MIR181A1HG1","MIR181A1HG",1.23044656691484e-19,1.04147751156028,0.394,0.311,3.0890361062397e-15,"4"
"COLGALT21","COLGALT2",9.40017836185478e-19,1.14192462378214,0.371,0.296,2.35991477774364e-14,"4"
"MOB3B1","MOB3B",1.34298699439061e-18,1.04055520488374,0.373,0.295,3.37156884941764e-14,"4"
"LPGAT11","LPGAT1",9.19057297907139e-17,1.01171468786489,0.41,0.354,2.30729334639587e-12,"4"
"SYNJ21","SYNJ2",2.45795173472147e-16,1.04048483999527,0.324,0.244,6.17068783001825e-12,"4"
"INF21","INF2",1.43194731176478e-15,1.06540195701593,0.273,0.191,3.59490372618549e-11,"4"
"NFASC1","NFASC",7.68160113736929e-15,1.05527596130574,0.432,0.406,1.92846596553656e-10,"4"
"ARHGAP15","ARHGAP15",0,3.91851386657693,0.765,0.051,0,"5"
"LRMDA","LRMDA",0,3.91636712626641,0.909,0.173,0,"5"
"DOCK8","DOCK8",0,3.74390363532447,0.712,0.023,0,"5"
"PLXDC2","PLXDC2",0,3.72025645757633,0.973,0.517,0,"5"
"AC074327.1","AC074327.1",0,3.63596292883575,0.607,0.021,0,"5"
"ARHGAP241","ARHGAP24",0,3.59713286826546,0.856,0.153,0,"5"
"RUNX1","RUNX1",0,3.53113121597843,0.71,0.081,0,"5"
"FYB1","FYB1",0,3.52461124082663,0.679,0.017,0,"5"
"APBB1IP","APBB1IP",0,3.27693282272643,0.628,0.017,0,"5"
"TBXAS1","TBXAS1",0,3.25252958353645,0.654,0.024,0,"5"
"ADAM28","ADAM28",0,3.22307479743994,0.591,0.014,0,"5"
"HS3ST41","HS3ST4",0,3.17723387869994,0.727,0.183,0,"5"
"PTPRC","PTPRC",0,3.12828948159068,0.6,0.015,0,"5"
"SRGAP2","SRGAP2",0,3.06401066708389,0.753,0.236,0,"5"
"BMP2K1","BMP2K",0,3.03920200837783,0.753,0.215,0,"5"
"ST6GAL1","ST6GAL1",0,3.03198381919669,0.674,0.124,0,"5"
"DOCK2","DOCK2",0,2.96267880344211,0.572,0.025,0,"5"
"C3","C3",0,2.92416966287683,0.488,0.017,0,"5"
"CSF1R","CSF1R",0,2.88053577690961,0.544,0.017,0,"5"
"LHFPL2","LHFPL2",0,2.77332090902904,0.558,0.088,0,"5"
"AOAH","AOAH",0,2.76279214538913,0.547,0.079,0,"5"
"SRGAP2B","SRGAP2B",0,2.75293122642541,0.603,0.131,0,"5"
"ATP8B4","ATP8B4",0,2.73226253038195,0.543,0.098,0,"5"
"RBM47","RBM47",0,2.72022159612377,0.517,0.015,0,"5"
"CD74","CD74",0,2.70520397693494,0.513,0.025,0,"5"
"BNC2","BNC2",0,2.69079055656803,0.476,0.037,0,"5"
"STAB1","STAB1",0,2.64486510958705,0.458,0.022,0,"5"
"SLCO2B1","SLCO2B1",0,2.57417841297376,0.532,0.043,0,"5"
"DISC1","DISC1",0,2.56017702003226,0.613,0.116,0,"5"
"P2RY12","P2RY12",0,2.53985406505361,0.371,0.014,0,"5"
"LPCAT2","LPCAT2",0,2.49393091414923,0.466,0.043,0,"5"
"SYK","SYK",0,2.47750574625815,0.453,0.01,0,"5"
"TLR2","TLR2",0,2.43900219729138,0.402,0.008,0,"5"
"LAPTM5","LAPTM5",0,2.42142371660968,0.449,0.018,0,"5"
"CPED1","CPED1",0,2.41046084708405,0.396,0.027,0,"5"
"MS4A6A","MS4A6A",0,2.38263725369102,0.385,0.007,0,"5"
"RHBDF2","RHBDF2",0,2.34130494936879,0.429,0.015,0,"5"
"SLC11A1","SLC11A1",0,2.3288205353304,0.367,0.014,0,"5"
"INPP5D","INPP5D",0,2.29011219959789,0.448,0.033,0,"5"
"IKZF1","IKZF1",0,2.28775371066196,0.378,0.008,0,"5"
"SP100","SP100",0,2.28085538070162,0.417,0.029,0,"5"
"FLI1","FLI1",0,2.27975729335365,0.484,0.043,0,"5"
"SLC1A31","SLC1A3",0,2.27423876014359,0.895,0.332,0,"5"
"LYN","LYN",0,2.22234966062975,0.401,0.028,0,"5"
"C1QB","C1QB",0,2.19113012849391,0.377,0.012,0,"5"
"LY86","LY86",0,2.16786613860779,0.362,0.009,0,"5"
"SLC2A5","SLC2A5",0,2.14839539561025,0.332,0.009,0,"5"
"HCLS1","HCLS1",0,2.12663823624088,0.361,0.01,0,"5"
"PALD1","PALD1",0,2.08703264859637,0.398,0.037,0,"5"
"LPAR6","LPAR6",0,2.0851631752304,0.357,0.021,0,"5"
"DLEU7-AS1","DLEU7-AS1",0,2.06345666337318,0.311,0.009,0,"5"
"PIK3R5","PIK3R5",0,2.05928898769877,0.34,0.007,0,"5"
"RIN3","RIN3",0,2.04989634032983,0.358,0.039,0,"5"
"CD163","CD163",0,2.01354941173518,0.251,0.007,0,"5"
"CPVL","CPVL",0,1.93514447940876,0.306,0.018,0,"5"
"NFATC2","NFATC2",0,1.93477434879337,0.317,0.025,0,"5"
"TFEC","TFEC",0,1.92890876196046,0.315,0.008,0,"5"
"ALOX5","ALOX5",0,1.90990498642237,0.293,0.011,0,"5"
"PIK3AP1","PIK3AP1",0,1.90386025248117,0.287,0.009,0,"5"
"MYO1F","MYO1F",0,1.89449731860496,0.303,0.015,0,"5"
"C1QC","C1QC",0,1.89036074380764,0.317,0.009,0,"5"
"SAMSN1","SAMSN1",0,1.8621290964275,0.281,0.014,0,"5"
"MSR1","MSR1",0,1.84728810302514,0.29,0.016,0,"5"
"CD86","CD86",0,1.84689247990436,0.288,0.007,0,"5"
"ARHGAP25","ARHGAP25",0,1.81401833806771,0.298,0.02,0,"5"
"TLR1","TLR1",0,1.7893533008774,0.306,0.014,0,"5"
"WDFY4","WDFY4",0,1.78585483249212,0.3,0.007,0,"5"
"VSIG4","VSIG4",0,1.7790994712805,0.267,0.006,0,"5"
"BLNK","BLNK",0,1.76611874110916,0.266,0.005,0,"5"
"HLA-DRA","HLA-DRA",0,1.69506591009712,0.262,0.007,0,"5"
"CIITA","CIITA",0,1.65471098572236,0.26,0.008,0,"5"
"LGALS9","LGALS9",0,1.63297045464855,0.271,0.018,0,"5"
"IL18","IL18",0,1.61276119737722,0.255,0.006,0,"5"
"IL13RA1","IL13RA1",2.96051935896876e-304,1.78853620967819,0.33,0.032,7.43238385069107e-300,"5"
"TGFBR1","TGFBR1",1.79378544565003e-303,2.46285342995494,0.444,0.069,4.5032983613044e-299,"5"
"TGFBR2","TGFBR2",8.60728802480873e-303,1.92132426477637,0.362,0.04,2.16085965862823e-298,"5"
"FAM129A","FAM129A",1.15204642129488e-297,1.85845851888119,0.252,0.016,2.89221254066078e-293,"5"
"DOCK41","DOCK4",1.28266155863237e-293,2.18301760616943,0.936,0.7,3.22012184294658e-289,"5"
"SFMBT21","SFMBT2",1.03978402937566e-284,2.84403806913606,0.684,0.226,2.61037780574761e-280,"5"
"FKBP5","FKBP5",1.34854120992569e-283,2.53953234031384,0.799,0.354,3.38551270751843e-279,"5"
"CHST11","CHST11",2.63472575483257e-282,2.52786102405945,0.748,0.277,6.61447900750716e-278,"5"
"MAML3","MAML3",1.00348285674685e-280,2.58208890014308,0.697,0.235,2.51924371186296e-276,"5"
"IRAK3","IRAK3",1.82267627726293e-279,1.94173449301091,0.347,0.04,4.57582879406858e-275,"5"
"ITPR21","ITPR2",8.2944755559924e-279,2.437784510892,0.824,0.4,2.08232808833189e-274,"5"
"ABCC4","ABCC4",1.38679546938402e-259,2.15304358588461,0.411,0.068,3.48155002588858e-255,"5"
"ALPK1","ALPK1",3.58823042558216e-257,1.77822884686183,0.285,0.028,9.008252483424e-253,"5"
"TNFRSF1B","TNFRSF1B",6.48861962685881e-257,1.54239923529343,0.261,0.022,1.62896795732291e-252,"5"
"MEF2A","MEF2A",1.69423675198684e-256,2.38973992489066,0.836,0.534,4.25338136586297e-252,"5"
"MERTK1","MERTK",1.81651413527322e-252,2.23645343700879,0.476,0.097,4.56035873660341e-248,"5"
"FAM149A","FAM149A",2.28745608756486e-252,2.11240962649458,0.321,0.04,5.74265850783158e-248,"5"
"ZFP36L11","ZFP36L1",2.76060790148175e-251,2.16323072138685,0.534,0.123,6.93050613666993e-247,"5"
"SSH21","SSH2",2.87120094391103e-249,2.22735530316445,0.846,0.553,7.20814996968865e-245,"5"
"LINC02232","LINC02232",2.67611979158668e-243,2.31043858003595,0.392,0.066,6.71839873677835e-239,"5"
"PGM5","PGM5",7.41136020144442e-243,1.65419806014122,0.266,0.026,1.86062197857262e-238,"5"
"IFI16","IFI16",1.03512786615698e-240,2.07279841251943,0.466,0.097,2.5986885079871e-236,"5"
"SLC9A92","SLC9A9",6.00565977209329e-237,2.22188091615649,0.765,0.363,1.50772088578402e-232,"5"
"ST8SIA4","ST8SIA4",2.12532660756832e-234,2.24779694009699,0.395,0.07,5.33563244830027e-230,"5"
"FGD41","FGD4",1.59606512502375e-231,2.43533392094952,0.647,0.236,4.00692149637213e-227,"5"
"RUNX2","RUNX2",1.88372887985783e-227,2.09623057682765,0.424,0.085,4.72910135288309e-223,"5"
"ENTPD1","ENTPD1",1.07077871716482e-215,1.861490922561,0.32,0.046,2.68818996944228e-211,"5"
"AKAP131","AKAP13",1.31352447380295e-213,2.24884778228966,0.598,0.207,3.29760319148231e-209,"5"
"ZFP36L2","ZFP36L2",3.29580507396311e-213,2.08581594612236,0.391,0.074,8.27411863818438e-209,"5"
"NEAT11","NEAT1",2.66958365858905e-209,1.68988176840328,0.873,0.467,6.70198977488781e-205,"5"
"SKAP2","SKAP2",6.09610514785365e-208,2.36959871330049,0.571,0.194,1.53042719736866e-203,"5"
"EPB41L21","EPB41L2",4.43849297323989e-203,2.21639021460754,0.762,0.461,1.11428366093188e-198,"5"
"FOXN3","FOXN3",1.56075781701496e-201,2.31002782146318,0.739,0.41,3.91828249961606e-197,"5"
"BACH1","BACH1",7.55354315382618e-200,2.43362223848541,0.527,0.161,1.89631700876806e-195,"5"
"ARHGAP6","ARHGAP6",2.00358136813885e-198,2.03193653111871,0.396,0.082,5.02999102471258e-194,"5"
"SORL1","SORL1",3.4668873356648e-196,2.22128749087591,0.722,0.397,8.70362065618648e-192,"5"
"MAML21","MAML2",5.27067386294432e-195,1.95537575975202,0.774,0.397,1.32320267329217e-190,"5"
"ARHGAP263","ARHGAP26",2.34825725060396e-193,1.89381914131279,0.814,0.53,5.89529982764125e-189,"5"
"LDLRAD4","LDLRAD4",1.10432470082835e-191,2.29339501889224,0.748,0.458,2.77240716142958e-187,"5"
"PLA2G4A","PLA2G4A",2.59468387376108e-190,1.71968778631183,0.286,0.042,6.51395386507718e-186,"5"
"RREB1","RREB1",1.10998940476187e-188,1.60117855752328,0.29,0.043,2.78662840065467e-184,"5"
"ANKRD441","ANKRD44",8.11912567466068e-181,2.18940352240585,0.684,0.341,2.03830650062356e-176,"5"
"SPP12","SPP1",2.59190089208659e-180,2.51370281845144,0.547,0.18,6.50696718958337e-176,"5"
"APOE1","APOE",2.86243010377113e-179,1.84462675468663,0.539,0.166,7.18613077551742e-175,"5"
"FMN11","FMN1",5.05665731065563e-172,2.09859705994334,0.704,0.381,1.2694738178401e-167,"5"
"ZFHX31","ZFHX3",3.06771884587679e-171,1.8191251990373,0.576,0.208,7.70150816257368e-167,"5"
"SLC8A12","SLC8A1",5.45714617454036e-165,1.64959517023069,0.825,0.515,1.37001654711836e-160,"5"
"DIAPH21","DIAPH2",6.6252553293749e-165,2.01074813984231,0.67,0.354,1.66327035043957e-160,"5"
"DOCK111","DOCK11",1.00061630208876e-163,1.92243096208036,0.392,0.098,2.51204722639383e-159,"5"
"PELI1","PELI1",7.43352403888628e-162,2.11793519785259,0.488,0.163,1.8661862099624e-157,"5"
"NHSL11","NHSL1",1.17039619288489e-159,2.40100055643436,0.442,0.125,2.93827964223751e-155,"5"
"SRGAP2C","SRGAP2C",3.08452187428434e-158,2.10537786533541,0.447,0.139,7.74369216539084e-154,"5"
"MBNL1","MBNL1",3.31603272308879e-157,1.74220126376827,0.799,0.635,8.32490015131442e-153,"5"
"ELMO12","ELMO1",4.3962393577962e-155,1.59363731683449,0.833,0.556,1.10367589077474e-150,"5"
"ETV61","ETV6",9.72387779985142e-154,2.1599178932622,0.586,0.264,2.4411795216527e-149,"5"
"GPRIN3","GPRIN3",2.36159459242237e-153,1.86887657923003,0.368,0.091,5.92878322427636e-149,"5"
"SMAP2","SMAP2",9.16696657730954e-147,2.32460908135757,0.546,0.24,2.30136695923356e-142,"5"
"AC244021.1","AC244021.1",3.55414014121787e-144,2.07343173159261,0.383,0.106,8.92266882452747e-140,"5"
"MAF","MAF",3.08836461281732e-143,1.84955440457664,0.456,0.149,7.75333936047788e-139,"5"
"LRMP","LRMP",2.99410024857627e-139,1.43962881131662,0.252,0.045,7.51668867405072e-135,"5"
"SRGAP11","SRGAP1",9.21538594417519e-135,1.97363939420797,0.536,0.227,2.31352264128518e-130,"5"
"PICALM2","PICALM",2.35351481978753e-130,1.71741249488306,0.754,0.585,5.90849895507658e-126,"5"
"USP6NL","USP6NL",9.17526021461812e-128,1.73359717870968,0.343,0.092,2.30344907687988e-123,"5"
"DENND3","DENND3",4.51907421373218e-127,1.96534145987369,0.378,0.116,1.13451358135746e-122,"5"
"VSIR","VSIR",1.53003158668367e-126,1.44593324928265,0.28,0.059,3.84114429836936e-122,"5"
"IPCEF1","IPCEF1",7.47168878036952e-126,2.09318501496885,0.477,0.194,1.87576746831177e-121,"5"
"A2M","A2M",4.08110324448235e-125,1.27523323702317,0.281,0.057,1.02456096952729e-120,"5"
"HDAC9","HDAC9",4.02070198468622e-121,2.18087522303046,0.672,0.451,1.00939723325548e-116,"5"
"NCK2","NCK2",6.38699870095015e-121,1.94435294401549,0.439,0.167,1.60345602387354e-116,"5"
"TNS31","TNS3",3.78767732167811e-120,1.68646013244151,0.343,0.095,9.50896391607289e-116,"5"
"SUSD6","SUSD6",4.76176645646114e-117,1.79566694847718,0.408,0.143,1.19544146889457e-112,"5"
"MGAT4A","MGAT4A",1.16625386068655e-116,2.04258332654324,0.509,0.239,2.92788031725358e-112,"5"
"SH3RF3","SH3RF3",1.55423537770083e-116,2.29912317192172,0.488,0.218,3.90190791571794e-112,"5"
"FRMD4A2","FRMD4A",8.41008443680823e-114,1.22173184608288,0.848,0.619,2.11135169786071e-109,"5"
"GLDN1","GLDN",1.31801141232898e-113,2.08555010984947,0.402,0.138,3.30886765065192e-109,"5"
"GNAQ1","GNAQ",3.20052529003854e-113,1.33313670843862,0.788,0.707,8.03491874064176e-109,"5"
"GNB4","GNB4",1.78581240038241e-112,1.59404104157091,0.302,0.079,4.48328203116003e-108,"5"
"FAM49B","FAM49B",2.78942815505891e-112,1.74485484557613,0.644,0.44,7.00285938327538e-108,"5"
"MEF2C2","MEF2C",3.25753149515983e-112,1.32247401215939,0.785,0.576,8.17803281859875e-108,"5"
"ST6GALNAC32","ST6GALNAC3",1.91923084439381e-111,1.73487127480167,0.667,0.41,4.81822903485067e-107,"5"
"CPM1","CPM",2.0961111484409e-107,1.84842754851003,0.365,0.114,5.26228703816088e-103,"5"
"GAB22","GAB2",7.4148137472749e-104,1.69035707357222,0.598,0.35,1.86148899125336e-99,"5"
"SAT1","SAT1",4.19449953329821e-102,1.72171534588223,0.412,0.159,1.05302910783452e-97,"5"
"PAG1","PAG1",4.26909234734033e-101,1.86384607498196,0.478,0.224,1.07175563379979e-96,"5"
"KCTD12","KCTD12",2.55037690319529e-100,1.3706120853173,0.292,0.079,6.40272121547177e-96,"5"
"MED13L1","MED13L",1.79862359831662e-98,1.41536843748625,0.732,0.646,4.51544454357387e-94,"5"
"MTHFD1L","MTHFD1L",2.57056868872466e-97,1.82383493318113,0.451,0.207,6.45341269304325e-93,"5"
"ZNF710","ZNF710",2.63947500055152e-97,1.46750045302293,0.262,0.067,6.6264019888846e-93,"5"
"KCNQ31","KCNQ3",7.73140390833531e-96,1.70273454393011,0.67,0.494,1.94096895118758e-91,"5"
"ARHGAP221","ARHGAP22",3.71091625213786e-94,1.72388963743859,0.407,0.165,9.31625525099209e-90,"5"
"CELF22","CELF2",4.24114658100287e-94,1.02811867434322,0.863,0.683,1.06473984916077e-89,"5"
"CSGALNACT11","CSGALNACT1",3.67192615032663e-93,2.11277902403452,0.581,0.372,9.218370600395e-89,"5"
"PRKCH","PRKCH",6.59183981510324e-93,1.23081039195653,0.252,0.062,1.65488138558167e-88,"5"
"ARRB2","ARRB2",7.6122871401707e-86,1.48233834829932,0.263,0.075,1.91106468653985e-81,"5"
"FOXP21","FOXP2",1.67001569682548e-85,1.91136739044059,0.368,0.14,4.19257440688037e-81,"5"
