"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"CEND12","CEND1",7.15103161931877e-19,1.79334819700938,0.356,0.267,1.79526648802998e-14,"11"
"AC124312.14","AC124312.1",8.05784154862069e-19,1.12378010686625,0.557,0.577,2.02292112078122e-14,"11"
"KIF5A3","KIF5A",1.1628997223161e-18,1.72153406833409,0.348,0.257,2.91945975287458e-14,"11"
"RAB6B3","RAB6B",1.21638094036846e-18,1.75197009744365,0.352,0.264,3.05372435079501e-14,"11"
"KLC11","KLC1",1.34843648504878e-18,1.44951124106523,0.445,0.403,3.38524979571497e-14,"11"
"PTK2B2","PTK2B",1.70653097599841e-18,1.43470078387497,0.402,0.321,4.284246015244e-14,"11"
"ATP1B13","ATP1B1",2.44770181043635e-18,1.75553891880529,0.471,0.461,6.14495539510045e-14,"11"
"SLC12A54","SLC12A5",8.90482858033382e-18,1.69113809626163,0.341,0.251,2.2355572150928e-13,"11"
"PKM1","PKM",9.62097025638861e-18,1.63764473022389,0.421,0.366,2.41534458286636e-13,"11"
"OLFM13","OLFM1",1.0967853486194e-17,1.54968569049437,0.365,0.282,2.75347961770901e-13,"11"
"ATP6V1B23","ATP6V1B2",1.02630085233636e-16,1.76860444335811,0.369,0.3,2.57652828979043e-12,"11"
"STXBP13","STXBP1",3.34911387367249e-16,1.45101740523162,0.423,0.381,8.40795037985479e-12,"11"
"CPLX11","CPLX1",4.04411567754963e-16,1.70310187375676,0.263,0.167,1.01527524084884e-11,"11"
"NAPB1","NAPB",7.86448856471434e-16,1.69548463968621,0.369,0.305,1.97437985417153e-11,"11"
"CPLX22","CPLX2",1.45078270742941e-15,1.72888675205649,0.335,0.256,3.64218998700153e-11,"11"
"KIF1A1","KIF1A",1.45550217019015e-15,1.54794387856608,0.43,0.403,3.65403819826236e-11,"11"
"CALY3","CALY",6.12676962498742e-15,1.7396968638056,0.341,0.266,1.53812551435309e-10,"11"
"PPP2R1A3","PPP2R1A",6.52007104640104e-15,1.60095821178894,0.413,0.38,1.63686383619898e-10,"11"
"CLSTN12","CLSTN1",1.75365480843555e-14,1.48031727271455,0.451,0.456,4.40255039657745e-10,"11"
"DHFR3","DHFR",1.87194224375831e-14,1.21543825795598,0.49,0.489,4.69951100295523e-10,"11"
"CREG22","CREG2",1.95632089878603e-14,1.81141028623685,0.307,0.229,4.91134361640232e-10,"11"
"PEBP12","PEBP1",2.48508022079276e-14,1.52178507816385,0.404,0.368,6.23879389430023e-10,"11"
"NPTXR3","NPTXR",1.61652448742911e-13,1.59966394333685,0.367,0.312,4.05828472569077e-09,"11"
"PSAP","PSAP",2.54524023706821e-13,1.35467915277617,0.473,0.498,6.38982561515974e-09,"11"
"PTPRN5","PTPRN",4.28491007927592e-13,1.5439682888552,0.333,0.27,1.07572667540222e-08,"11"
"HSP90AA12","HSP90AA1",5.25771437646403e-13,1.17917494653393,0.501,0.54,1.3199491942113e-08,"11"
"SYNPO3","SYNPO",7.72418126928892e-13,1.5308328914306,0.27,0.19,1.93915570765498e-08,"11"
"BEX11","BEX1",8.47776514760807e-13,1.49825991976563,0.25,0.167,2.12834294030701e-08,"11"
"TSPAN74","TSPAN7",1.00769186950225e-12,1.60452267501105,0.322,0.256,2.5298104383854e-08,"11"
"STMN23","STMN2",1.31959780916949e-12,1.63618465959102,0.304,0.234,3.31285029992e-08,"11"
"DKK32","DKK3",2.71016876616778e-12,1.58907345963886,0.376,0.337,6.80387868746421e-08,"11"
"TAGLN34","TAGLN3",1.25045093010253e-11,1.63140747455863,0.309,0.247,3.13925706002241e-07,"11"
"ATP2B24","ATP2B2",2.28509784807845e-11,1.36354439934399,0.41,0.402,5.73673814760095e-07,"11"
"RIMS33","RIMS3",2.30902648224423e-11,1.49247520533733,0.274,0.204,5.79681098367414e-07,"11"
"MT-ND52","MT-ND5",4.15533021628568e-11,1.17385628013319,0.464,0.484,1.04319565079852e-06,"11"
"PNMA24","PNMA2",5.14032151988153e-11,1.56953590543673,0.309,0.25,1.29047771756626e-06,"11"
"FKBP81","FKBP8",6.7568447023127e-11,1.43664515610579,0.369,0.337,1.6963058625156e-06,"11"
"MT-ND4L2","MT-ND4L",1.40573912078788e-10,1.21154990282453,0.447,0.454,3.52910806273797e-06,"11"
"KCNAB21","KCNAB2",1.41855869001404e-10,1.5041965967425,0.255,0.187,3.56129159128025e-06,"11"
"DIRAS12","DIRAS1",2.70832663269923e-10,1.50765370192536,0.251,0.185,6.79925401139141e-06,"11"
"SULT4A13","SULT4A1",2.79763905241298e-10,1.55512834194836,0.274,0.212,7.02347284108278e-06,"11"
"SERINC12","SERINC1",5.72752618174514e-10,1.47909489521755,0.372,0.354,1.43789544792712e-05,"11"
"GAPDH1","GAPDH",6.95722856522032e-10,1.3054942562022,0.412,0.412,1.74661223129856e-05,"11"
"MAPK12","MAPK1",1.08609019484803e-09,1.35671586407169,0.406,0.413,2.72662943416597e-05,"11"
"ATP1A13","ATP1A1",1.16476438632877e-09,1.54270037444432,0.352,0.325,2.92414099187839e-05,"11"
"DYNLL2","DYNLL2",1.2532503293065e-09,1.47710980062871,0.296,0.243,3.14628495172398e-05,"11"
"CDK5R11","CDK5R1",1.89304026740615e-09,1.59666853427609,0.27,0.211,4.75247759132314e-05,"11"
"SV2A4","SV2A",2.50634019911022e-09,1.44265399074915,0.318,0.275,6.2921670698662e-05,"11"
"MTRNR2L122","MTRNR2L12",2.60807287886563e-09,1.17803346383117,0.451,0.485,6.54756696239216e-05,"11"
"SCAMP54","SCAMP5",5.47787658973412e-09,1.39438191074473,0.345,0.317,0.000137522091785275,"11"
"FXYD73","FXYD7",5.84985784135496e-09,1.43251910859308,0.253,0.195,0.000146860681107216,"11"
"MORF4L12","MORF4L1",6.49015860576087e-09,1.30753727759791,0.369,0.358,0.000162935431797627,"11"
"RUNDC3A2","RUNDC3A",1.56536495684718e-08,1.35660836531993,0.318,0.281,0.000392984872416483,"11"
"YWHAH2","YWHAH",3.36724541069676e-08,1.41583280455692,0.263,0.21,0.000845346960355423,"11"
"AP2M1","AP2M1",6.01803842213133e-08,1.3804307716769,0.333,0.307,0.00151082854587607,"11"
"MAST32","MAST3",6.56447221361879e-08,1.36265741131135,0.331,0.304,0.001648010749229,"11"
"TOMM201","TOMM20",7.39111612273469e-08,1.43902315139156,0.285,0.242,0.00185553970261254,"11"
"PGAM11","PGAM1",9.03253765554488e-08,1.47016661812184,0.257,0.208,0.00226761857842454,"11"
"PPIA","PPIA",1.11035137073282e-07,1.38437373140359,0.348,0.337,0.00278753711622475,"11"
"TMSB4X2","TMSB4X",1.16910759369602e-07,1.11749462778014,0.395,0.395,0.00293504461397385,"11"
"NSF4","NSF",1.87695554260114e-07,1.34573971155334,0.387,0.411,0.00471209688970015,"11"
"TOLLIP2","TOLLIP",2.83828288654798e-07,1.39111658927182,0.257,0.212,0.0071255091866787,"11"
"GABBR25","GABBR2",3.02057615236627e-07,1.06772582415636,0.382,0.381,0.00758315643051553,"11"
"PSD4","PSD",6.07827280186854e-07,1.35686760691373,0.287,0.254,0.015259503869091,"11"
"STMN33","STMN3",1.1327158792851e-06,1.38026363789762,0.259,0.22,0.0284368321494525,"11"
"LMO43","LMO4",1.36297531763397e-06,1.31952776807063,0.326,0.313,0.0342174953492009,"11"
"SIRPA3","SIRPA",1.78107462530862e-06,1.24099413574434,0.343,0.338,0.044713878468373,"11"
"FGF131","FGF13",0,3.55969847972907,0.968,0.161,0,"12"
"GRIK13","GRIK1",0,2.99939311051683,0.987,0.194,0,"12"
"KIT","KIT",0,2.91090599475538,0.768,0.039,0,"12"
"MYO162","MYO16",0,2.69913909839432,0.927,0.132,0,"12"
"PTCHD42","PTCHD4",0,2.57886167194117,0.866,0.143,0,"12"
"EYA4","EYA4",0,2.44171779737316,0.736,0.037,0,"12"
"NXPH12","NXPH1",0,2.37929475309601,0.975,0.153,0,"12"
"GAD22","GAD2",0,2.36509684838119,0.831,0.073,0,"12"
"PDGFD","PDGFD",0,2.29299574404003,0.618,0.046,0,"12"
"CXCL141","CXCL14",0,2.19331574802487,0.541,0.044,0,"12"
"SPHKAP","SPHKAP",0,2.04909024764318,0.71,0.045,0,"12"
"SV2C","SV2C",0,2.00127875431956,0.666,0.022,0,"12"
"FREM1","FREM1",0,1.93371771248823,0.65,0.065,0,"12"
"GRIN3A1","GRIN3A",0,1.90143695314733,0.739,0.067,0,"12"
"DLX6-AS12","DLX6-AS1",0,1.62990827466103,0.707,0.074,0,"12"
"LINC00298","LINC00298",0,1.58145844152221,0.615,0.037,0,"12"
"PKP2","PKP2",0,1.51646949084119,0.497,0.027,0,"12"
"TACR1","TACR1",0,1.2565936638155,0.468,0.019,0,"12"
"NXPH2","NXPH2",0,1.2507055483858,0.452,0.024,0,"12"
"CPLX3","CPLX3",0,1.02593018119063,0.334,0.006,0,"12"
"NRIP32","NRIP3",7.61356857633025e-302,1.9162009368198,0.666,0.076,1.91138639108771e-297,"12"
"ALK2","ALK",2.76758784560312e-287,2.19395847386244,0.882,0.147,6.94802928638664e-283,"12"
"AC137770.1","AC137770.1",3.27778843757582e-279,1.41409356644981,0.475,0.038,8.2288878725341e-275,"12"
"NYAP22","NYAP2",5.47013140029732e-262,1.90777959497459,0.809,0.135,1.37327648804464e-257,"12"
"ADARB22","ADARB2",1.6562256022219e-261,3.07329256420384,0.987,0.267,4.15795437437809e-257,"12"
"TRPC3","TRPC3",1.50560453064606e-250,1.01458393960292,0.443,0.035,3.77982017418693e-246,"12"
"TOX22","TOX2",1.1369337472217e-241,1.33804147830136,0.573,0.066,2.85427217240009e-237,"12"
"SLC35F42","SLC35F4",1.10903116336628e-240,1.42674980049948,0.567,0.063,2.78422273563104e-236,"12"
"FSTL53","FSTL5",3.53818295457027e-239,2.46140008970902,0.933,0.218,8.88260830744866e-235,"12"
"KCNIP13","KCNIP1",8.03202024871418e-235,1.72619010243692,0.774,0.127,2.01643868343969e-230,"12"
"TOX31","TOX3",1.00439477211322e-226,1.36057287884891,0.592,0.072,2.52153307539023e-222,"12"
"SGCZ4","SGCZ",8.18335240825502e-225,2.884955425112,0.952,0.282,2.05443062209242e-220,"12"
"GRIP12","GRIP1",1.49741596754229e-223,2.84315723906392,0.997,0.395,3.75926278651493e-219,"12"
"ZNF385D2","ZNF385D",5.61265869271586e-223,2.16908891469292,0.936,0.224,1.40905796480632e-218,"12"
"RAB3C2","RAB3C",7.50921209068821e-216,2.47180279216238,0.924,0.272,1.88518769536727e-211,"12"
"PTPRT4","PTPRT",2.50623013101805e-214,2.46135911469975,0.965,0.308,6.29189074392082e-210,"12"
"RPH3A3","RPH3A",6.95949145277516e-213,1.8960017832856,0.79,0.163,1.7471803292192e-208,"12"
"EGFR4","EGFR",1.39672183822045e-211,1.58405288693065,0.844,0.16,3.50647017485245e-207,"12"
"ARL4C2","ARL4C",1.99090309599027e-210,1.47223360865707,0.682,0.111,4.99816222248357e-206,"12"
"SLC6A14","SLC6A1",2.80614819714165e-209,2.23503228615831,0.857,0.208,7.04483504892411e-205,"12"
"RBMS34","RBMS3",4.40769089297143e-209,1.64821016515378,0.803,0.152,1.10655079868048e-204,"12"
"KCNAB13","KCNAB1",2.7074841083048e-205,2.16432518980705,0.946,0.266,6.79713885389919e-201,"12"
"KIAA12113","KIAA1211",4.08548318017319e-205,1.61632088336813,0.787,0.152,1.02566055238248e-200,"12"
"BCL11B1","BCL11B",1.89086435542592e-199,1.49522783072378,0.704,0.125,4.74701496429676e-195,"12"
"NTNG11","NTNG1",9.81710681879701e-198,2.42096861568062,0.701,0.136,2.46458466685899e-193,"12"
"GRIN2A5","GRIN2A",3.90369384521749e-192,2.26005575488364,0.984,0.399,9.80022339841852e-188,"12"
"GAD13","GAD1",1.31671334387165e-191,1.33242024625499,0.685,0.113,3.30560884978977e-187,"12"
"PRELID21","PRELID2",1.05831259900271e-186,2.63817431321802,0.818,0.225,2.6568937797963e-182,"12"
"MGAT4C5","MGAT4C",4.32384624497083e-186,2.267733920325,0.965,0.352,1.08550159979993e-181,"12"
"PMEPA1","PMEPA1",7.38007164863445e-185,1.11325328980787,0.49,0.062,1.85276698738968e-180,"12"
"UBASH3B2","UBASH3B",3.78889078008174e-184,1.48009481747463,0.653,0.114,9.51201030339521e-180,"12"
"PIP5K1B1","PIP5K1B",2.61874265753101e-177,1.65660835749863,0.79,0.19,6.5743534417316e-173,"12"
"KCNC23","KCNC2",1.75424116267986e-176,2.11620659996551,0.949,0.362,4.40402243890778e-172,"12"
"DNER4","DNER",4.98732929361309e-176,2.04767645127659,0.911,0.295,1.25206901916157e-171,"12"
"KAZN5","KAZN",2.37994377989804e-174,2.0285393569763,0.997,0.609,5.97484885943402e-170,"12"
"COL25A1","COL25A1",3.06459432398611e-172,1.35042006695031,0.497,0.068,7.69366405036712e-168,"12"
"ATP8A25","ATP8A2",1.58174905976812e-170,2.05850849866115,0.971,0.415,3.97098101454786e-166,"12"
"ADAMTSL3","ADAMTSL3",2.61082247832999e-167,1.45780963461759,0.678,0.135,6.55446983184744e-163,"12"
"UNC13C4","UNC13C",1.21727633205669e-166,2.30099224365902,0.768,0.213,3.05597223162832e-162,"12"
"FGF146","FGF14",6.0525887485596e-164,1.77892047884294,1,0.627,1.51950240532589e-159,"12"
"ENTPD32","ENTPD3",5.41802436543539e-163,1.13582115855525,0.522,0.08,1.36019501694256e-158,"12"
"RELN1","RELN",7.62137171251634e-163,3.12162141188683,0.443,0.06,1.91334536842723e-158,"12"
"MACROD24","MACROD2",1.42547293337737e-157,2.00808925927069,0.99,0.573,3.57864979924388e-153,"12"
"VWC23","VWC2",2.46105403111915e-151,1.25096410719312,0.65,0.128,6.17847614512464e-147,"12"
"PTPRM3","PTPRM",6.57479373132524e-150,1.76721014275129,0.927,0.329,1.6506019662492e-145,"12"
"UNC5D4","UNC5D",5.49525294710519e-149,2.24813834874513,0.952,0.37,1.37958325237076e-144,"12"
"GRIK23","GRIK2",1.3130244034447e-148,1.88945901457536,0.981,0.537,3.29634776484791e-144,"12"
"ADRA1A3","ADRA1A",4.31568773822612e-148,1.21982861402699,0.618,0.115,1.08345340668167e-143,"12"
"RERG1","RERG",9.1941118058206e-141,1.14203356335892,0.545,0.094,2.30818176885126e-136,"12"
"MPPED13","MPPED1",5.50829631833607e-137,1.30105523623926,0.65,0.15,1.38285779071827e-132,"12"
"PID12","PID1",3.04401862979294e-136,1.56086513138346,0.774,0.212,7.64200877009519e-132,"12"
"CNTN53","CNTN5",1.0233386411089e-134,1.84493656288101,0.943,0.389,2.5690916585039e-130,"12"
"C8orf341","C8orf34",1.24835725300009e-132,1.6965866434936,0.586,0.124,3.13400088365672e-128,"12"
"DAB14","DAB1",2.1021105570882e-132,1.68841176306956,0.971,0.5,5.27734855356992e-128,"12"
"GRIA44","GRIA4",2.92499195467384e-132,1.8656816460041,0.962,0.509,7.34319230220869e-128,"12"
"MTUS25","MTUS2",2.47565217278929e-130,1.65312553341448,0.927,0.392,6.21512477978751e-126,"12"
"PLCXD32","PLCXD3",2.73194922551465e-129,1.45312928362767,0.513,0.096,6.85855853065453e-125,"12"
"GABRB26","GABRB2",2.45615464446437e-128,1.56426801684373,0.965,0.442,6.1661762349278e-124,"12"
"SYN26","SYN2",1.44252267111123e-127,1.74000642261987,0.908,0.402,3.62145316582474e-123,"12"
"HOMER2","HOMER2",5.75076876091623e-126,1.11489540600731,0.529,0.102,1.44373049742802e-121,"12"
"LUZP22","LUZP2",2.37015846605024e-125,1.27728400769663,0.697,0.163,5.95028282901913e-121,"12"
"ZNF5364","ZNF536",1.35114023670139e-121,1.34779518580595,0.924,0.306,3.39203756423883e-117,"12"
"FAM110B3","FAM110B",6.46376967649467e-120,1.30224027272614,0.717,0.199,1.62272937728399e-115,"12"
"TMEM132D4","TMEM132D",5.68809871164173e-119,1.60330614877137,0.895,0.372,1.42799718155766e-114,"12"
"XKR43","XKR4",2.91991345758998e-118,1.51922934575097,0.914,0.379,7.33044273527964e-114,"12"
"RGS76","RGS7",2.99316620969483e-116,1.45445877509906,0.978,0.517,7.51434376943887e-112,"12"
"KCNH52","KCNH5",7.61631042145955e-116,1.35172638414115,0.643,0.162,1.91207473130742e-111,"12"
"ST6GAL22","ST6GAL2",1.69073102356837e-115,1.09983196695045,0.516,0.105,4.2445802346684e-111,"12"
"CCSER15","CCSER1",5.39745998322366e-114,1.46573945168361,0.975,0.522,1.3550323287883e-109,"12"
"ZMAT44","ZMAT4",7.58154220233306e-114,1.50886304584407,0.796,0.262,1.90334616989572e-109,"12"
"DGKD2","DGKD",3.54854746792128e-111,1.01133773733281,0.586,0.131,8.90862841821637e-107,"12"
"PDE10A4","PDE10A",1.14221441696389e-107,1.2616934253845,0.748,0.233,2.86752929378784e-103,"12"
"AC073050.15","AC073050.1",2.78431874613766e-107,1.49628531542606,0.904,0.402,6.99003221217858e-103,"12"
"GPR1585","GPR158",3.03096028617513e-105,1.34366363247648,0.825,0.306,7.60922579844267e-101,"12"
"RIMS14","RIMS1",1.67522127118336e-104,1.39719005520268,0.92,0.439,4.20564300130583e-100,"12"
"GRK34","GRK3",7.37324251478887e-104,1.40110535211693,0.876,0.392,1.85105253333774e-99,"12"
"EXT12","EXT1",1.33295461660972e-102,1.45782761590589,0.898,0.408,3.34638256499871e-98,"12"
"NFIB4","NFIB",2.49775328315874e-101,1.43864624697864,0.936,0.508,6.27060961737002e-97,"12"
"ERBB44","ERBB4",5.4830078921543e-101,1.48797985005937,0.994,0.596,1.37650913132534e-96,"12"
"GRIA15","GRIA1",7.58936041226473e-100,1.30441363715961,0.908,0.392,1.90530893149906e-95,"12"
"PLCB15","PLCB1",2.1623759092729e-98,1.36766541047962,0.99,0.627,5.42864472022963e-94,"12"
"LINGO24","LINGO2",1.20915699748792e-97,1.38309868120881,0.943,0.398,3.03558864219341e-93,"12"
"ANKRD30BL3","ANKRD30BL",1.08501604745935e-96,1.33608123978333,0.86,0.347,2.72393278714669e-92,"12"
"GABRG34","GABRG3",1.03356415532339e-95,1.23132423758589,0.796,0.274,2.59476281193936e-91,"12"
"LRRC75","LRRC7",7.62773924252867e-93,1.20211388670536,0.978,0.605,1.91494393683682e-88,"12"
"RIMBP25","RIMBP2",2.5714587246333e-92,1.1650435026148,0.682,0.225,6.45564712819189e-88,"12"
"GRIN2B5","GRIN2B",4.4998530173578e-92,1.23791740137836,0.917,0.431,1.12968810000768e-87,"12"
"SYT110","SYT1",6.75811726397966e-92,1.30358835505467,0.997,0.622,1.69662533912209e-87,"12"
"CDK145","CDK14",3.99620307928016e-91,1.33404406491481,0.908,0.461,1.00324678305328e-86,"12"
"TMEM132B5","TMEM132B",1.88100355428245e-90,1.26481923198403,0.889,0.429,4.72225942302609e-86,"12"
"KCNJ35","KCNJ3",6.18173887462594e-88,1.14285935087862,0.898,0.388,1.55192554447484e-83,"12"
"NRG12","NRG1",4.95949771452666e-86,2.00429674356657,0.688,0.257,1.24508190123192e-81,"12"
"GABBR26","GABBR2",2.31449019483118e-85,1.17399752384187,0.844,0.369,5.81052763412368e-81,"12"
"FRY5","FRY",3.34434417140001e-85,1.28793954514644,0.876,0.427,8.39597604229973e-81,"12"
"NETO14","NETO1",3.91800404666431e-85,1.27139644690853,0.78,0.308,9.83614915915076e-81,"12"
"ADAMTS9-AS23","ADAMTS9-AS2",1.04802866962132e-84,1.06188303621515,0.717,0.227,2.63107597508431e-80,"12"
"PKNOX24","PKNOX2",1.07630861270883e-83,1.06288665845871,0.704,0.241,2.70207277220553e-79,"12"
"TENM43","TENM4",9.84341335432601e-83,1.14921707885565,0.838,0.356,2.47118892260354e-78,"12"
"GRM55","GRM5",3.69697642199018e-82,1.15612650216972,0.978,0.492,9.28125930740636e-78,"12"
"CCDC85A4","CCDC85A",2.10096616118088e-81,1.2773351925107,0.726,0.275,5.27447554764459e-77,"12"
"MYRIP5","MYRIP",2.23139048223293e-81,1.14505851380356,0.838,0.359,5.60190580564576e-77,"12"
"DOK64","DOK6",3.50735569458176e-81,1.2068079080241,0.771,0.305,8.8052164712475e-77,"12"
"SCN1A5","SCN1A",1.96037291816067e-80,1.21971869013835,0.844,0.384,4.92151621104237e-76,"12"
"PRKCE3","PRKCE",3.18063430593389e-80,1.19782454702071,0.924,0.506,7.98498242504703e-76,"12"
"NTRK23","NTRK2",7.00940753211813e-80,1.0397066995583,0.959,0.646,1.75971176093826e-75,"12"
"WWP12","WWP1",9.30209320269511e-80,1.27730543358938,0.707,0.279,2.33529049853661e-75,"12"
"CACNA2D12","CACNA2D1",2.91492260621647e-79,1.59697947962546,0.904,0.569,7.31791320290646e-75,"12"
"CELF44","CELF4",3.36847153049244e-79,1.09579724892042,0.806,0.332,8.45654777730128e-75,"12"
"FBXL73","FBXL7",7.84586544026739e-78,1.21889981582777,0.86,0.36,1.96970451877913e-73,"12"
"CNTNAP43","CNTNAP4",1.12662648768993e-77,1.06798893563158,0.806,0.329,2.82839579734556e-73,"12"
"SLC35F14","SLC35F1",1.92787587706164e-77,1.04234347435876,0.914,0.423,4.83993238936324e-73,"12"
"TIAM13","TIAM1",8.44799131288148e-76,1.05137673112993,0.831,0.361,2.1208682190989e-71,"12"
"MCTP14","MCTP1",6.44742515953781e-75,1.1119536293044,0.873,0.419,1.61862608630197e-70,"12"
"CSMD36","CSMD3",1.99164754047636e-74,1.11026974684776,0.968,0.549,5.00003115036591e-70,"12"
"ADAM225","ADAM22",8.9215301366643e-74,1.09987901523957,0.841,0.411,2.23975014080957e-69,"12"
"DLGAP15","DLGAP1",3.43449212331191e-73,1.15903206725794,0.99,0.608,8.62229247557456e-69,"12"
"AP001347.14","AP001347.1",1.1135987698666e-72,1.21081948484324,0.599,0.198,2.79568971175011e-68,"12"
"SEMA6D2","SEMA6D",1.89219201627978e-72,1.48707499192896,0.723,0.301,4.75034805687039e-68,"12"
"SLC8A16","SLC8A1",1.67815760051968e-71,1.02828440354645,0.975,0.524,4.21301465610465e-67,"12"
"PRR163","PRR16",4.6298402395071e-71,1.30265909766256,0.589,0.202,1.16232139212826e-66,"12"
"MPP64","MPP6",5.1148035623531e-71,1.11625623396185,0.653,0.245,1.28407143432875e-66,"12"
"SLC2A136","SLC2A13",4.37036635623179e-70,1.11561884285079,0.86,0.456,1.09718047373199e-65,"12"
"PAK35","PAK3",1.03903748524939e-68,1.02352421045516,0.876,0.404,2.60850360671861e-64,"12"
"RBFOX14","RBFOX1",7.17617770349155e-65,1.10672258495579,0.99,0.643,1.80157941246155e-60,"12"
"CNTNAP24","CNTNAP2",9.23900323662804e-64,1.08877467219478,0.994,0.721,2.31945176255547e-59,"12"
"EPHA55","EPHA5",3.68765913866346e-62,1.00105767000021,0.643,0.241,9.25786826761462e-58,"12"
"KCTD163","KCTD16",9.40536938953681e-62,1.10888541571787,0.901,0.449,2.36121798524322e-57,"12"
"NR2F1-AS14","NR2F1-AS1",7.74280258066087e-61,1.01026839981973,0.787,0.383,1.94383058787491e-56,"12"
"KIRREL33","KIRREL3",5.33302582101337e-60,1.06293086615942,0.86,0.461,1.33885613236541e-55,"12"
"PTPRO3","PTPRO",3.73494775000947e-56,1.00523438424731,0.682,0.284,9.37658632639879e-52,"12"
"CNTNAP56","CNTNAP5",1.67459467439139e-53,1.18160318426831,0.847,0.445,4.20406993005959e-49,"12"
"LRRTM35","LRRTM3",4.69568779685197e-49,1.03958036310884,0.818,0.451,1.17885242139969e-44,"12"
"TOX5","TOX",5.2564253277173e-44,1.09655050673255,0.653,0.303,1.31962557852343e-39,"12"
"CDH135","CDH13",1.61306027188282e-43,1.74986621416016,0.624,0.339,4.04958781256181e-39,"12"
"INPP4B3","INPP4B",1.36978381087728e-37,1.38565568753059,0.771,0.436,3.43884225720742e-33,"12"
"GALNTL63","GALNTL6",8.4067501148967e-12,1.21852706130876,0.51,0.353,2.11051461634482e-07,"12"
"EBF11","EBF1",8.69979877813114e-235,3.54786877581319,0.636,0.043,2.18408448324982e-230,"13"
"CARMN","CARMN",2.63074676008134e-223,2.12094314229935,0.314,0.009,6.6044897411842e-219,"13"
"AC092957.11","AC092957.1",1.71454893876011e-182,2.95498408046662,0.464,0.029,4.30437511075725e-178,"13"
"ADGRD1","ADGRD1",3.61804332899652e-168,1.92598895792716,0.3,0.012,9.08309777744575e-164,"13"
"DCN","DCN",4.4328776503532e-164,2.28518075864554,0.407,0.024,1.11287393412117e-159,"13"
"KCNE4","KCNE4",9.75843360386738e-162,2.35853116777122,0.35,0.018,2.4498547562509e-157,"13"
"COL1A2","COL1A2",1.20580088282106e-161,1.84291941710116,0.271,0.01,3.02716311632227e-157,"13"
"SLC6A121","SLC6A12",1.32712423658138e-156,2.9137725941055,0.493,0.039,3.33174539593754e-152,"13"
"PTH1R1","PTH1R",9.08438743239446e-141,3.4306557152866,0.55,0.056,2.28063546490263e-136,"13"
"NOTCH31","NOTCH3",1.76001918399349e-140,2.29413430846624,0.364,0.023,4.41852816141565e-136,"13"
"SLC6A131","SLC6A13",1.01259587242796e-136,1.99767795877017,0.336,0.02,2.5421219377304e-132,"13"
"TBX2","TBX2",5.61542281405201e-129,1.55194120988039,0.25,0.011,1.40975189746776e-124,"13"
"NID1","NID1",3.45093393156664e-127,2.21574502688744,0.379,0.028,8.66356963519806e-123,"13"
"TFPI","TFPI",4.25403124770303e-125,1.90373309015741,0.271,0.014,1.06797454473584e-120,"13"
"ITIH51","ITIH5",4.40162967946952e-116,2.32622977894915,0.386,0.031,1.10502913103082e-111,"13"
"PRELP1","PRELP",1.13499791658601e-112,2.13047830875829,0.386,0.033,2.84941226958919e-108,"13"
"RNF1521","RNF152",3.41279285024836e-108,2.93978154463332,0.457,0.049,8.56781645054852e-104,"13"
"GJC1","GJC1",2.09866527926503e-100,2.07297819385304,0.357,0.031,5.26869918359486e-96,"13"
"HES41","HES4",1.28148590362836e-98,3.02009327749572,0.557,0.083,3.217170361059e-94,"13"
"NR2F2-AS12","NR2F2-AS1",4.9784914090166e-97,2.64234821625603,0.514,0.07,1.24985026823362e-92,"13"
"C1QTNF1","C1QTNF1",7.86354284639937e-90,1.76993642612795,0.257,0.018,1.97414243158856e-85,"13"
"CFH1","CFH",5.97201574780826e-86,1.91052825922549,0.264,0.019,1.49927455348726e-81,"13"
"SLC30A10","SLC30A10",9.95720095906318e-85,2.34170400229593,0.429,0.055,2.49975530077281e-80,"13"
"NDUFA4L21","NDUFA4L2",1.40362930621161e-81,2.14624557457505,0.386,0.045,3.52381137324425e-77,"13"
"SLC19A1","SLC19A1",1.56465952380105e-81,2.16495009422879,0.379,0.044,3.92807773450254e-77,"13"
"LAMA22","LAMA2",8.90617457235367e-81,3.7367537804945,0.764,0.219,2.23589512638939e-76,"13"
"PDGFRB1","PDGFRB",5.0596582029362e-79,2.50283056726691,0.436,0.061,1.27022719184713e-74,"13"
"GGT51","GGT5",8.0367533034795e-76,1.91007221156629,0.307,0.03,2.01762691683853e-71,"13"
"SLC12A71","SLC12A7",1.65975032049525e-75,2.14241946903665,0.336,0.037,4.16680317960331e-71,"13"
"RBPMS1","RBPMS",9.89133824567313e-74,2.36456499298475,0.407,0.055,2.48322046657624e-69,"13"
"BGN1","BGN",6.50170026088427e-71,1.93790628507003,0.307,0.032,1.63225185049500e-66,"13"
"ATP1A22","ATP1A2",3.84643655677908e-69,2.74034609026574,0.636,0.152,9.65647897579387e-65,"13"
"COLEC122","COLEC12",2.01015149172266e-68,2.57570286382246,0.457,0.075,5.04648531996974e-64,"13"
"COBLL12","COBLL1",2.55961044592101e-66,2.37624215500615,0.521,0.1,6.4259020244847e-62,"13"
"TRPC31","TRPC3",1.3832860328949e-64,1.96012265116336,0.336,0.043,3.47273958558265e-60,"13"
"DOCK61","DOCK6",6.78909286722473e-62,1.70319767323595,0.293,0.033,1.70440176431677e-57,"13"
