"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CDK10",0.00464834004928757,0.342139382472778,0.3,0.302,1
"C9orf3",0.00499192670102363,0.265980450612341,0.507,0.56,1
"NOS1AP",0.00688065449607759,0.310550490502448,0.413,0.451,1
"HDAC4",0.00890645963757412,0.365979684767369,0.333,0.352,1
"LRP1",0.0101787178024416,0.306452368300086,0.278,0.28,1
"FAM13A",0.0121364009346869,0.288950286093325,0.417,0.44,1
"ATG7",0.0139406048947904,0.271603857631179,0.452,0.5,1
"KDM6A",0.0158707959054225,0.312076167231114,0.358,0.388,1
"MIR2052HG",0.0200552564091724,0.297421553284502,0.266,0.261,1
"ANKRD36B",0.0201982439823939,0.255410753804337,0.429,0.474,1
"CYHR1",0.0208648271075726,0.33393332832019,0.279,0.284,1
"QKI",0.021098470681373,0.290439073611557,0.534,0.551,1
"SLCO3A1",0.021900894929224,0.257469341860864,0.451,0.49,1
"SRRM1",0.0271147651582167,0.30472006345359,0.308,0.319,1
"MIR4500HG",0.0388483790854392,0.255457374407035,0.278,0.279,1
"MIR4435-2HG",0.0664748110876053,0.284447080929587,0.25,0.251,1
"FRAS1",0.0700626415435618,0.392731278073277,0.335,0.353,1
"FBXO42",0.079375939066373,0.313709736300239,0.322,0.35,1
"PKN2-AS1",0.0872152440672448,0.286897382827777,0.282,0.287,1
"DDAH1",0.0901349752733529,0.252685703933014,0.352,0.38,1
"AL117190.2",0.104729788576431,0.479682595745257,0.242,0.254,1
"DNAH6",0.106760968237377,0.251073133004371,0.331,0.351,1
"ASCC3",0.116123020446287,0.261960379540041,0.445,0.508,1
"CENPP",0.126815207855873,0.261910172467414,0.313,0.331,1
"RASA2",0.131506585371873,0.273019501506951,0.46,0.534,1
"CDH11",0.159586677403855,0.276044204863072,0.285,0.298,1
"PHLPP1",0.160741738536419,0.28700636277189,0.313,0.381,1
"TRPC5",0.165020317082779,0.275515545899859,0.254,0.263,1
"SFPQ",0.168138498894487,0.261490416810458,0.427,0.498,1
"XPO1",0.168214404701244,0.311017631457058,0.367,0.414,1
"SMG1",0.178843934927389,0.250972557624604,0.44,0.515,1
"PIGQ",0.198082771382717,0.259974473965801,0.327,0.358,1
"NEO1",0.204546179950015,0.270672872534466,0.386,0.438,1
"GAB2",0.20967884196247,0.25727916945994,0.299,0.318,1
"EDIL3",0.268194937584772,0.32597674717287,0.526,0.605,1
"MLLT6",0.277344054398012,0.273063428062227,0.216,0.252,1
"TPD52L2",0.298432650215669,0.301400319836768,0.276,0.298,1
"MAT2A",0.298635738815505,0.263425996234074,0.261,0.279,1
"MAST1",0.300894528288637,0.258204046817476,0.385,0.435,1
"ACTN1",0.338013350919105,0.268138505311596,0.336,0.371,1
"TRPS1",0.382085844528462,0.270710548950171,0.383,0.443,1
"ZNRF3",0.404100821005587,0.269059321771854,0.271,0.295,1
"ATXN7L1",0.407577750249695,0.259965817083293,0.361,0.406,1
"CBLN2",0.43276609659599,-0.479333125536611,0.532,0.468,1
"CRIP2",0.437102944220014,0.253767644956333,0.235,0.251,1
"MIR29B2CHG",0.438110069737726,0.282350461543107,0.322,0.367,1
"NFASC",0.438181707860298,0.271897015274696,0.439,0.517,1
"NAV1",0.438505771440032,0.269547992374232,0.372,0.416,1
"TLE4",0.493678656578334,0.363143449192328,0.286,0.317,1
"OPHN1",0.694372359065281,0.266878517337213,0.359,0.418,1
"AHCYL2",0.769088722284058,0.276016937638432,0.391,0.451,1
"DNAJC1",0.850015385347409,0.280252457674832,0.325,0.375,1
"SMAP1",0.851908544503426,0.260361375973209,0.424,0.513,1
"SGK3",0.869450835849852,0.273853434229,0.238,0.268,1
"AKT2",0.964509928011584,0.276430029432926,0.265,0.304,1
